latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month
37.97959,23.72394,Entire home/apt,97,1,15,0.48
37.9669785,23.7059054,Entire home/apt,95,1,47,1.56
37.977036,23.7307824,Entire home/apt,74,1,182,5.86
37.9568368,23.7198416,Entire home/apt,68,1,73,2.39
37.9568368,23.7198416,Entire home/apt,75,1,34,1.1
37.9771623,23.7106833,Entire home/apt,237,1,141,4.58
37.977036,23.7307824,Entire home/apt,70,1,179,5.81
37.977036,23.7307824,Entire home/apt,70,1,155,5.01
37.97804,23.7444,Entire home/apt,268,1,97,3.14
37.9677144,23.7327074,Entire home/apt,69,1,54,1.8
37.97258,23.73256,Entire home/apt,167,1,35,1.2
37.97519,23.73142,Entire home/apt,324,1,31,1.05
37.96439,23.73141,Entire home/apt,51,1,239,7.73
37.9759548,23.7271226,Entire home/apt,71,1,69,2.38
37.97606,23.7316,Entire home/apt,70,1,259,8.44
37.9775068,23.7098001,Entire home/apt,70,1,46,1.54
37.9671171,23.73078,Entire home/apt,75,1,69,2.28
37.9662297,23.7265823,Entire home/apt,792,1,88,2.93
37.96541,23.72395,Entire home/apt,96,1,45,1.47
37.98400488,23.73956278,Entire home/apt,75,1,86,2.83
37.9768634,23.7291254,Entire home/apt,162,1,16,0.58
37.9768634,23.7291254,Entire home/apt,193,1,49,2.01
37.973438,23.726103,Entire home/apt,185,1,17,0.62
37.973438,23.726103,Entire home/apt,205,1,91,3.03
37.97198,23.73137,Entire home/apt,291,1,202,6.62
37.9637899,23.7455968,Entire home/apt,56,1,23,0.78
37.96714454,23.72810774,Entire home/apt,70,1,88,2.96
37.97531,23.75318,Entire home/apt,49,1,31,1.03
37.9781209,23.7412533,Entire home/apt,193,1,26,0.93
38.0094156,23.7320678,Entire home/apt,35,1,27,0.89
37.9808972,23.7267217,Entire home/apt,82,1,104,3.47
37.96791661,23.72746903,Entire home/apt,153,1,110,3.71
37.96451,23.7447,Entire home/apt,50,1,69,2.44
37.976835,23.74627528,Entire home/apt,174,1,51,1.68
38.0132268,23.7307493,Entire home/apt,103,1,12,0.44
37.97543,23.73158,Entire home/apt,287,1,12,0.41
37.9662899,23.7236506,Entire home/apt,58,1,135,4.61
37.9739019,23.7325724,Entire home/apt,340,1,124,4.18
37.9808972,23.7267217,Entire home/apt,92,1,146,4.86
37.96803,23.71321,Entire home/apt,62,1,186,6.28
37.9777003,23.7311126,Entire home/apt,67,1,68,2.25
37.97616,23.72626,Entire home/apt,62,1,265,8.81
37.96859697,23.72967381,Entire home/apt,131,1,185,6.17
37.9645185,23.7096606,Entire home/apt,40,1,31,1.04
37.96127,23.72057,Entire home/apt,199,1,19,0.66
37.9867,23.73164,Entire home/apt,62,1,81,2.72
37.98645635,23.74484786,Entire home/apt,54,1,28,0.93
37.9651833,23.7166339,Entire home/apt,80,1,20,0.68
37.96789,23.75373,Entire home/apt,66,1,26,0.87
37.96663,23.72831,Entire home/apt,67,1,67,2.29
37.97134,23.75013,Entire home/apt,139,1,57,1.93
37.97854,23.74882,Entire home/apt,52,1,200,6.75
38.01316,23.73132,Entire home/apt,34,1,64,2.2
37.96777,23.73523,Entire home/apt,67,1,128,4.33
37.99325,23.7295,Entire home/apt,55,1,58,1.96
37.9669785,23.7059054,Entire home/apt,121,1,32,1.08
37.9890114,23.7354497,Entire home/apt,43,1,60,2.07
37.97194,23.74611,Entire home/apt,56,1,81,2.73
38.0112323,23.7371355,Entire home/apt,33,1,49,1.67
37.9832,23.72178,Entire home/apt,28,1,148,4.97
37.96814,23.70298,Entire home/apt,76,1,24,0.82
37.9645448,23.7253857,Entire home/apt,88,1,42,1.41
37.97358,23.72929,Entire home/apt,303,1,90,3.08
37.9903647,23.7251179,Entire home/apt,34,1,194,6.57
38.0158433,23.7285636,Entire home/apt,34,1,186,6.28
37.96331,23.72098,Entire home/apt,48,1,25,0.99
37.96696745,23.72336291,Entire home/apt,162,1,198,6.84
37.9689082,23.7455488,Entire home/apt,148,1,33,1.12
37.97851348,23.72862683,Entire home/apt,59,1,99,3.37
37.9687167,23.7300219,Entire home/apt,65,1,21,0.71
37.9655952,23.7229562,Entire home/apt,145,1,12,0.44
37.96628,23.75474,Entire home/apt,67,1,24,0.82
37.99014,23.76221,Entire home/apt,46,1,26,0.91
37.9552633,23.7299758,Entire home/apt,29,1,82,2.81
37.98439,23.73111,Entire home/apt,51,1,16,0.71
37.99197,23.72672,Entire home/apt,30,1,67,2.38
38.0112188,23.7391802,Entire home/apt,38,1,158,5.42
37.9640493,23.7198493,Entire home/apt,86,1,103,3.54
37.96545,23.72336,Entire home/apt,253,1,92,3.14
37.9820693,23.7203064,Entire home/apt,56,1,74,2.55
37.96769,23.7426,Entire home/apt,62,1,80,2.74
37.9820693,23.7203064,Entire home/apt,56,1,18,0.62
37.9820693,23.7203064,Entire home/apt,63,1,194,6.67
37.9820693,23.7203064,Entire home/apt,63,1,82,2.82
37.9820693,23.7203064,Entire home/apt,68,1,39,1.74
37.98029,23.72573,Entire home/apt,82,1,75,2.79
37.9778976,23.7251293,Entire home/apt,66,1,165,5.65
37.96367,23.71055,Entire home/apt,44,1,161,5.53
37.959,23.73513,Entire home/apt,85,1,58,2.03
37.96494,23.73021,Entire home/apt,32,1,94,3.23
37.9778976,23.7251293,Entire home/apt,69,1,103,3.66
37.96594,23.70567,Entire home/apt,317,1,66,2.33
37.97889,23.72467,Entire home/apt,35,1,114,4.05
37.98012894,23.72584993,Entire home/apt,58,1,69,2.8
37.97789759,23.72512914,Entire home/apt,77,1,49,1.7
37.97789759,23.72512914,Entire home/apt,74,1,59,2.04
37.97552,23.72696,Entire home/apt,114,1,15,0.52
38.00558,23.72378,Entire home/apt,38,1,146,5.08
37.9932418,23.7321449,Entire home/apt,38,1,183,6.49
37.98388,23.73908,Entire home/apt,40,1,231,8.17
38.00818,23.7367,Entire home/apt,34,1,160,5.89
37.9774818,23.7242256,Entire home/apt,112,1,93,3.23
37.9779002,23.7281366,Entire home/apt,37,1,27,0.94
37.9779002,23.7281366,Entire home/apt,99,1,18,0.63
37.96286,23.72923,Entire home/apt,66,1,75,2.63
37.9748799,23.7332317,Entire home/apt,74,1,85,3
37.9750212,23.7528005,Entire home/apt,209,1,17,0.6
37.9827,23.72003,Entire home/apt,36,1,83,2.92
37.95618,23.72075,Entire home/apt,68,1,28,1.02
37.96565,23.73187,Entire home/apt,70,1,44,1.55
37.9641,23.71824,Entire home/apt,96,1,39,1.4
37.9664,23.72588,Entire home/apt,55,1,43,1.53
37.98942107,23.75972714,Entire home/apt,32,1,63,2.27
37.98283846,23.71990367,Entire home/apt,93,1,132,4.7
37.97736,23.74536,Entire home/apt,194,1,36,1.29
37.98777032,23.75847988,Entire home/apt,55,1,68,3.05
37.98590554,23.75559728,Entire home/apt,44,1,22,0.79
38.01355,23.72435,Entire home/apt,40,1,198,7.03
37.97594,23.74522,Entire home/apt,180,1,23,0.84
37.989,23.76306,Entire home/apt,33,1,59,2.11
37.9881,23.762,Entire home/apt,50,1,58,2.45
37.97369,23.73396,Entire home/apt,40,1,88,3.22
37.96624,23.73189,Entire home/apt,90,1,15,0.54
37.99095,23.7247,Entire home/apt,37,1,20,0.73
37.97507,23.73138,Entire home/apt,146,1,94,3.42
37.99111,23.72493,Entire home/apt,21,1,155,5.84
37.98819,23.74185,Entire home/apt,41,1,30,1.09
38.01252,23.7216,Entire home/apt,35,1,189,6.81
37.95835,23.72625,Entire home/apt,44,1,162,5.92
37.98258,23.74024,Entire home/apt,57,1,28,1.04
37.96842,23.70675,Entire home/apt,94,1,21,0.77
37.96842,23.70675,Entire home/apt,84,1,16,0.59
37.96842,23.70675,Entire home/apt,67,1,18,0.66
37.96942,23.70766,Entire home/apt,75,1,25,0.91
37.97627,23.72778,Entire home/apt,85,1,55,2.01
37.96492905,23.7285017,Entire home/apt,75,1,43,1.6
37.98596,23.74676,Entire home/apt,46,1,19,0.84
37.97773,23.73809,Entire home/apt,95,1,30,1.32
38.00212,23.72703,Entire home/apt,999,1,25,0.93
37.964101,23.7206864,Entire home/apt,49,1,32,1.2
37.978648,23.7369024,Entire home/apt,97,1,148,5.53
38.00898,23.73364,Entire home/apt,60,1,33,1.22
37.95211,23.72603,Entire home/apt,39,1,23,0.86
37.98222035,23.7283211,Entire home/apt,83,1,12,0.45
37.97766224,23.73114479,Entire home/apt,50,1,60,2.28
38.01648,23.73697,Entire home/apt,70,1,22,0.95
37.96598021,23.74568291,Entire home/apt,53,1,18,0.68
38.0089863,23.7286812,Entire home/apt,70,1,42,1.58
37.9613743,23.7357867,Entire home/apt,335,1,27,1.02
37.9769,23.75513,Entire home/apt,41,1,21,0.8
37.9662589,23.724248,Entire home/apt,44,1,134,5.11
37.9968722,23.727606,Entire home/apt,31,1,61,2.32
37.9798392,23.7453161,Entire home/apt,174,1,21,0.8
37.96709,23.72868,Entire home/apt,102,1,51,1.94
37.9743255,23.7316959,Entire home/apt,101,1,46,1.79
37.9690708,23.7512459,Entire home/apt,41,1,24,1.03
37.97411744,23.73260322,Entire home/apt,177,1,68,2.63
37.9869277,23.7195161,Entire home/apt,80,1,34,1.29
37.9584,23.72849,Entire home/apt,60,1,94,3.75
37.9815091,23.7380563,Entire home/apt,156,1,30,1.17
37.9815091,23.7380563,Entire home/apt,138,1,19,0.72
37.9815091,23.7380563,Entire home/apt,177,1,12,0.46
37.9815091,23.7380563,Entire home/apt,146,1,19,0.73
37.9661724,23.729418,Entire home/apt,77,1,79,3.39
37.96219,23.72728,Entire home/apt,48,1,43,1.91
37.9839827,23.7535675,Entire home/apt,89,1,23,0.89
37.9882897,23.7270376,Entire home/apt,100,1,22,0.92
37.98017,23.72392,Entire home/apt,110,1,46,1.8
37.97889447,23.71155407,Entire home/apt,50,1,117,4.52
37.97568,23.71628,Entire home/apt,74,1,51,1.99
37.96842,23.70675,Entire home/apt,96,1,22,1.12
37.97547,23.7301,Entire home/apt,63,1,70,3.34
37.97729,23.7265,Entire home/apt,237,1,159,6.15
38.0042487,23.7289996,Entire home/apt,43,1,201,7.83
38.0096371,23.7248383,Entire home/apt,35,1,61,2.94
37.9939912,23.7249456,Entire home/apt,43,1,191,7.75
37.963975,23.7289066,Entire home/apt,167,1,114,4.46
37.976941,23.7452699,Entire home/apt,590,1,19,0.88
37.97863,23.72416,Entire home/apt,59,1,133,5.24
37.97398255,23.7305361,Entire home/apt,176,1,118,4.78
37.96399,23.72236,Entire home/apt,88,1,40,1.89
37.97411552,23.73164279,Entire home/apt,194,1,12,0.82
37.96625682,23.7291077,Entire home/apt,183,1,19,0.77
37.98923,23.76283,Entire home/apt,34,1,174,6.87
37.9656,23.72545,Entire home/apt,121,1,53,2.33
37.9609595,23.723979,Entire home/apt,131,1,69,2.84
37.976277,23.7290321,Entire home/apt,88,1,19,0.76
37.96836,23.72752,Entire home/apt,180,1,35,1.44
37.96795,23.75135,Entire home/apt,134,1,73,3.04
37.98714544,23.73803686,Entire home/apt,79,1,30,1.25
37.97768586,23.72499666,Entire home/apt,76,1,99,3.99
37.97682254,23.7326791,Entire home/apt,41,1,12,0.66
37.9860251,23.7404839,Entire home/apt,76,1,32,1.45
37.977707,23.7249913,Entire home/apt,76,1,99,3.97
37.9739019,23.7325724,Entire home/apt,310,1,35,1.43
37.98052,23.74237,Entire home/apt,52,1,23,1.01
37.96389,23.73054,Entire home/apt,126,1,54,2.54
38.0151384,23.7345784,Entire home/apt,49,1,32,1.31
37.9638991,23.7213184,Entire home/apt,132,1,39,1.62
37.97706251,23.74300713,Entire home/apt,57,1,35,1.6
37.9886836,23.7206855,Entire home/apt,172,1,65,2.93
37.9774191,23.7265358,Entire home/apt,75,1,26,1.04
37.96329,23.72225,Entire home/apt,43,1,24,1.05
37.98723,23.7380154,Entire home/apt,91,1,18,0.8
37.975983,23.7329045,Entire home/apt,91,1,15,0.76
37.98015,23.72408,Entire home/apt,37,1,140,5.68
37.98004,23.72398,Entire home/apt,32,1,130,5.23
37.9803038,23.746652,Entire home/apt,60,1,43,2.21
37.97835557,23.72384664,Entire home/apt,171,1,109,4.44
38.0079771,23.732951,Entire home/apt,41,1,25,1.03
37.97882,23.72365,Entire home/apt,95,1,38,1.68
37.9705191,23.7434926,Entire home/apt,61,1,27,1.11
37.96136734,23.73000628,Entire home/apt,61,1,87,3.63
37.96796,23.73188,Entire home/apt,94,1,34,1.43
37.9652135,23.7232986,Entire home/apt,156,1,112,4.64
37.9624,23.71953,Entire home/apt,49,1,81,3.34
38.0059072,23.7280931,Entire home/apt,43,1,153,6.55
37.9701756,23.7306267,Entire home/apt,111,1,136,5.92
37.98323,23.76156,Entire home/apt,64,1,19,0.79
37.98718,23.76629,Entire home/apt,48,1,23,0.94
37.9764846,23.7318353,Entire home/apt,47,1,159,6.63
37.99100121,23.71869243,Entire home/apt,102,1,154,6.42
37.9769388,23.7253968,Entire home/apt,123,1,122,5.3
37.95917,23.74254,Entire home/apt,75,1,34,1.44
37.9803779,23.7160338,Entire home/apt,86,1,45,1.87
37.9637419,23.718261,Entire home/apt,109,1,94,3.88
37.96423459,23.72371126,Entire home/apt,50,1,74,3.15
37.98185409,23.7293947,Entire home/apt,117,1,70,2.96
37.9642112,23.7188317,Entire home/apt,98,1,38,1.57
37.9818285,23.7157506,Entire home/apt,59,1,24,1.11
37.975095,23.7169842,Entire home/apt,109,1,78,3.47
37.97384,23.73297,Entire home/apt,105,1,34,2.84
37.9668491,23.7314605,Entire home/apt,318,1,48,2.18
37.9778976,23.7251293,Entire home/apt,76,1,35,1.57
37.96899195,23.73093107,Entire home/apt,306,1,135,5.63
37.9677144,23.7327074,Entire home/apt,50,1,60,2.5
37.9826133,23.7336126,Entire home/apt,512,1,73,3.15
37.97579201,23.73365851,Entire home/apt,72,1,37,1.54
37.97652438,23.73194363,Entire home/apt,50,1,180,7.48
37.96884934,23.7301994,Entire home/apt,262,1,98,4.08
37.9660497,23.7304376,Entire home/apt,171,1,88,3.71
37.965728,23.72711,Entire home/apt,106,1,47,1.99
37.96573943,23.72289023,Entire home/apt,47,1,68,3.04
37.98593,23.74388,Entire home/apt,49,1,15,0.7
37.98229357,23.75058945,Entire home/apt,152,1,71,3.29
37.9818386,23.7206354,Entire home/apt,29,1,107,4.81
37.965808,23.7142978,Entire home/apt,123,1,108,4.56
37.987964,23.7176799,Entire home/apt,44,1,109,4.62
37.98756679,23.7188699,Entire home/apt,45,1,138,5.83
37.9661355,23.730539,Entire home/apt,125,1,118,5.02
37.97227,23.73136,Entire home/apt,97,1,74,3.19
37.97278172,23.73070709,Entire home/apt,265,1,78,3.43
37.9756554,23.7148208,Entire home/apt,45,1,53,2.35
37.9762999,23.7185207,Entire home/apt,73,1,12,0.64
37.97629,23.72599,Entire home/apt,53,1,34,1.64
37.9865179,23.7322537,Entire home/apt,61,1,44,2
37.9865179,23.7322537,Entire home/apt,85,1,12,0.55
37.97462,23.73336,Entire home/apt,110,1,47,2.09
37.97716,23.71956,Entire home/apt,166,1,54,2.5
37.9583051,23.7292785,Entire home/apt,49,1,35,1.64
37.965808,23.7142978,Entire home/apt,114,1,65,2.86
38.00328,23.73619,Entire home/apt,38,1,31,1.38
37.9771274,23.7260709,Entire home/apt,591,1,21,1
38.0155703,23.7248549,Entire home/apt,38,1,166,7.1
37.9742867,23.7167914,Entire home/apt,139,1,58,2.78
37.97641,23.73141,Entire home/apt,215,1,31,1.39
37.9797342,23.7176869,Entire home/apt,66,1,56,2.97
37.980517,23.7131008,Entire home/apt,46,1,94,4.23
37.96369,23.73028,Entire home/apt,59,1,112,4.93
37.97652,23.73145,Entire home/apt,60,1,36,1.6
37.9861455,23.7392199,Entire home/apt,74,1,35,1.56
37.977956,23.7359789,Entire home/apt,162,1,29,1.31
37.96970679,23.70739547,Entire home/apt,1130,1,20,1.04
38.00219892,23.72706736,Entire home/apt,34,1,15,0.72
37.96428859,23.74233219,Entire home/apt,40,1,32,1.44
37.9698235,23.7139375,Entire home/apt,266,1,19,0.84
37.96319234,23.72349132,Entire home/apt,41,1,56,2.74
37.97231,23.74986,Entire home/apt,72,1,26,1.16
37.9776447,23.7102998,Entire home/apt,74,1,52,2.41
37.97657,23.728,Entire home/apt,64,1,35,1.64
37.97657,23.728,Entire home/apt,81,1,32,1.5
37.97456954,23.7314437,Entire home/apt,95,1,18,0.87
37.97355043,23.73325845,Entire home/apt,188,1,116,5.19
37.97306,23.73165,Entire home/apt,115,1,86,3.86
37.97652,23.73145,Entire home/apt,60,1,19,0.85
37.9900498,23.7225587,Entire home/apt,50,1,53,2.62
37.98244246,23.76323454,Entire home/apt,53,1,124,5.62
37.97226996,23.73220948,Entire home/apt,95,1,68,3.09
37.97216598,23.7322589,Entire home/apt,95,1,72,3.33
37.9736054,23.7332209,Entire home/apt,189,1,154,6.88
37.96696,23.73161,Entire home/apt,259,1,131,6.06
37.9758835,23.7170523,Entire home/apt,87,1,62,2.93
37.9930986,23.7603637,Entire home/apt,52,1,61,3.29
37.99339,23.72044,Entire home/apt,35,1,188,8.62
37.9644818,23.7277212,Entire home/apt,52,1,115,6.15
37.98984269,23.72843834,Entire home/apt,41,1,23,1.06
37.9637033,23.7282787,Entire home/apt,209,1,64,2.96
37.9552206,23.7154307,Entire home/apt,61,1,15,1.01
37.9770712,23.7272337,Entire home/apt,75,1,72,3.62
37.9806419,23.7370636,Entire home/apt,125,1,18,0.84
37.9675706,23.72742801,Entire home/apt,103,1,21,1
37.97174962,23.70785643,Entire home/apt,40,1,72,3.38
37.96504,23.72231,Entire home/apt,649,1,105,5.03
37.97646344,23.72819727,Entire home/apt,62,1,57,2.67
37.9855092,23.7201205,Entire home/apt,74,1,18,0.86
37.9680663,23.7315901,Entire home/apt,289,1,59,2.95
37.99077,23.76423,Entire home/apt,38,1,128,5.93
37.95946249,23.74279426,Entire home/apt,35,1,158,7.78
37.96362,23.7224,Entire home/apt,35,1,105,5.1
37.97314842,23.71328,Entire home/apt,441,1,97,4.6
37.97707,23.74721,Entire home/apt,203,1,74,3.57
37.96647286,23.70388406,Entire home/apt,59,1,57,2.63
37.9601232,23.725885,Entire home/apt,47,1,25,1.27
37.97185,23.71436,Entire home/apt,100,1,19,0.89
37.9849061,23.7335535,Entire home/apt,53,1,19,1.04
37.9849061,23.7335535,Entire home/apt,59,1,21,1.17
37.96789,23.72875,Entire home/apt,90,1,15,0.74
37.9849061,23.7335535,Entire home/apt,73,1,35,1.92
37.97031697,23.73150438,Entire home/apt,55,1,25,1.18
38.00576419,23.73687912,Entire home/apt,43,1,15,0.8
37.9765311,23.7278754,Entire home/apt,60,1,57,2.69
37.9686864,23.7253271,Entire home/apt,193,1,64,3.17
37.9930152,23.7180711,Entire home/apt,40,1,43,1.99
37.96427374,23.72819649,Entire home/apt,100,1,67,3.24
37.9889419,23.75640347,Entire home/apt,75,1,173,8.4
37.97572,23.73114,Entire home/apt,90,1,18,0.9
37.980517,23.7131008,Entire home/apt,46,1,89,4.39
37.98668838,23.7423932,Entire home/apt,37,1,42,2.59
37.9560335,23.7272796,Entire home/apt,127,1,17,0.82
37.95917,23.72952,Entire home/apt,85,1,30,1.83
37.9674757,23.7282558,Entire home/apt,84,1,15,0.76
37.9560335,23.7272796,Entire home/apt,163,1,22,1.05
37.9653082,23.7264781,Entire home/apt,124,1,69,3.3
37.9799512,23.7372975,Entire home/apt,214,1,51,2.44
37.9800968,23.7453164,Entire home/apt,140,1,26,1.3
37.9797499,23.7375997,Entire home/apt,96,1,23,1.18
37.97964174,23.71775776,Entire home/apt,50,1,15,0.74
37.9560335,23.7272796,Entire home/apt,196,1,17,0.96
37.98948671,23.73036247,Entire home/apt,52,1,123,5.89
38.00418669,23.73248988,Entire home/apt,26,1,68,3.8
37.98073628,23.71982354,Entire home/apt,41,1,89,4.27
38.00164764,23.73007653,Entire home/apt,40,1,43,5.04
37.9841048,23.736896,Entire home/apt,24,1,111,5.29
37.9829318,23.719037,Entire home/apt,101,1,105,5.04
37.98334026,23.71890306,Entire home/apt,134,1,126,6.07
37.99689272,23.72868782,Entire home/apt,45,1,50,2.54
37.96865968,23.70616858,Entire home/apt,263,1,19,1.04
37.97483012,23.72949541,Entire home/apt,463,1,46,2.31
37.98226877,23.71805747,Entire home/apt,29,1,99,4.74
37.98272022,23.72011347,Entire home/apt,33,1,96,4.59
37.98135066,23.7201388,Entire home/apt,37,1,129,6.16
37.9814,23.718,Entire home/apt,33,1,90,4.31
37.98143,23.72018,Entire home/apt,36,1,108,5.18
37.98121725,23.71814177,Entire home/apt,37,1,83,3.97
37.9627093,23.7313762,Entire home/apt,83,1,81,4
37.97416144,23.70954598,Entire home/apt,63,1,156,7.46
37.97279919,23.71094741,Entire home/apt,33,1,128,6.25
37.98506543,23.73722168,Entire home/apt,47,1,104,4.97
37.9876842,23.7278839,Entire home/apt,90,1,48,2.34
37.96685784,23.73121382,Entire home/apt,81,1,52,2.55
37.9677452,23.7091957,Entire home/apt,39,1,27,1.39
37.97364978,23.74676368,Entire home/apt,65,1,16,0.81
37.9876554,23.7585943,Entire home/apt,59,1,41,2.03
37.9868122,23.75716839,Entire home/apt,61,1,30,1.51
37.9649515,23.7289467,Entire home/apt,96,1,29,1.39
37.96361,23.71927,Entire home/apt,59,1,57,2.8
37.9873796,23.76437543,Entire home/apt,39,1,90,4.41
37.99605,23.72044,Entire home/apt,57,1,33,1.62
37.99713,23.73291,Entire home/apt,54,1,67,3.31
37.9683837,23.729533,Entire home/apt,69,1,30,1.49
37.9777269,23.7249087,Entire home/apt,38,1,101,5.06
38.0087036,23.7332997,Entire home/apt,43,1,161,7.8
37.96783668,23.7427913,Entire home/apt,75,1,59,2.92
37.9871041,23.7353683,Entire home/apt,45,1,112,5.48
37.98062,23.72525,Entire home/apt,85,1,88,4.36
37.99463437,23.72118274,Entire home/apt,35,1,143,7.07
37.978412,23.7286161,Entire home/apt,57,1,71,3.52
37.96395704,23.72772092,Entire home/apt,37,1,72,3.82
37.9738505,23.7328724,Entire home/apt,317,1,68,3.37
38.0029286,23.7278706,Entire home/apt,110,1,22,2.52
37.99785,23.72337,Entire home/apt,45,1,36,2.07
37.98021071,23.72010695,Entire home/apt,56,1,47,2.37
37.9807266,23.7201602,Entire home/apt,75,1,71,3.53
38.02423491,23.73578556,Entire home/apt,55,1,49,2.43
37.99458575,23.72118292,Entire home/apt,34,1,148,7.33
37.99621941,23.72227742,Entire home/apt,37,1,136,6.77
37.98603771,23.73283938,Entire home/apt,32,1,112,5.59
37.96689198,23.70984348,Entire home/apt,51,1,43,2.18
37.9763024,23.732991,Entire home/apt,54,1,23,1.19
37.976405,23.7305377,Entire home/apt,147,1,24,1.36
37.96006,23.73118,Entire home/apt,29,1,45,2.49
37.9890088,23.7368492,Entire home/apt,44,1,97,4.84
37.9756262,23.7306121,Entire home/apt,60,1,172,8.6
37.97824887,23.74126093,Entire home/apt,29,1,22,1.17
37.98616,23.73271,Entire home/apt,44,1,49,2.54
37.96444696,23.72524112,Entire home/apt,57,1,28,1.53
37.9638914,23.7199863,Entire home/apt,59,1,26,1.34
37.96660571,23.74734043,Entire home/apt,69,1,29,2.02
37.966503,23.705768,Entire home/apt,50,1,61,3.06
37.95870521,23.72610594,Entire home/apt,47,1,24,1.28
38.00477733,23.73874563,Entire home/apt,65,1,12,0.61
37.9677144,23.7327074,Entire home/apt,63,1,47,2.43
37.9987647,23.7314924,Entire home/apt,55,1,43,2.21
37.97618759,23.71667232,Entire home/apt,74,1,72,3.72
37.97718,23.74575,Entire home/apt,61,1,23,1.22
37.9742538,23.716262,Entire home/apt,91,1,149,7.56
37.98843884,23.73340125,Entire home/apt,55,1,53,2.76
37.9677918,23.7305605,Entire home/apt,58,1,56,2.91
37.994592,23.725753,Entire home/apt,150,1,47,2.44
37.9670629,23.7429076,Entire home/apt,57,1,25,1.28
37.98349089,23.72059688,Entire home/apt,59,1,64,3.36
37.9868599,23.7325424,Entire home/apt,44,1,73,3.74
38.00236765,23.74174256,Entire home/apt,55,1,33,1.79
37.95633,23.73942,Entire home/apt,44,1,31,4.04
37.9829335,23.7190472,Entire home/apt,377,1,25,1.59
37.96399216,23.72442929,Entire home/apt,50,1,30,1.55
37.9660914,23.7440108,Entire home/apt,65,1,30,1.54
37.96422334,23.72905384,Entire home/apt,157,1,27,1.41
37.98417057,23.7318293,Entire home/apt,58,1,146,7.58
38.00272841,23.71890112,Entire home/apt,71,1,40,2.07
37.97847637,23.72008625,Entire home/apt,209,1,27,1.49
38.00598,23.74555,Entire home/apt,43,1,15,0.87
37.97713693,23.71073694,Entire home/apt,79,1,25,1.3
37.97884508,23.72348745,Entire home/apt,76,1,76,3.98
37.96342336,23.71905847,Entire home/apt,43,1,17,0.96
37.959626,23.7262216,Entire home/apt,73,1,26,1.38
37.9619377,23.7264038,Entire home/apt,131,1,65,3.37
37.9774186,23.7319284,Entire home/apt,40,1,17,1.03
37.9908,23.72858,Entire home/apt,50,1,54,2.79
37.95976729,23.72391076,Entire home/apt,161,1,97,5.04
37.97819384,23.74024099,Entire home/apt,77,1,20,1.07
37.9771623,23.7106833,Entire home/apt,91,1,35,1.84
37.976376,23.7547183,Entire home/apt,40,1,16,0.86
37.9826749,23.7146892,Entire home/apt,65,1,61,3.24
37.9853732,23.7408965,Entire home/apt,42,1,38,1.99
37.9902063,23.7676058,Entire home/apt,57,1,12,0.76
37.97520955,23.71812321,Entire home/apt,71,1,89,4.74
37.98238324,23.72298801,Entire home/apt,137,1,98,5.15
37.96717153,23.73485017,Entire home/apt,35,1,73,3.84
37.9774186,23.7319284,Entire home/apt,50,1,28,1.51
37.9774186,23.7319284,Entire home/apt,35,1,24,1.31
37.96183965,23.73211368,Entire home/apt,55,1,26,1.37
37.97697,23.7263,Entire home/apt,180,1,88,4.63
37.9980128,23.7200916,Entire home/apt,37,1,79,4.16
37.9928504,23.7188653,Entire home/apt,58,1,17,0.9
37.98455453,23.7158259,Entire home/apt,54,1,65,3.45
37.9958594,23.7295521,Entire home/apt,112,1,27,1.44
37.96476075,23.75188561,Entire home/apt,55,1,18,1.6
37.97608813,23.7339842,Entire home/apt,164,1,33,1.77
37.967387,23.7284882,Entire home/apt,80,1,31,1.65
37.9807049,23.7602983,Entire home/apt,54,1,18,1.17
37.9764637,23.7157971,Entire home/apt,65,1,30,1.61
37.9651919,23.72866412,Entire home/apt,37,1,15,0.8
37.9770766,23.7302809,Entire home/apt,83,1,20,1.06
37.9770766,23.7302809,Entire home/apt,83,1,31,1.64
37.9770766,23.7302809,Entire home/apt,67,1,60,3.21
37.9772932,23.7257078,Entire home/apt,121,1,47,2.55
37.9662885,23.7057555,Entire home/apt,40,1,39,2.1
37.9902019,23.76389512,Entire home/apt,48,1,29,1.56
37.96707,23.72911,Entire home/apt,65,1,77,4.17
37.9774423,23.7253271,Entire home/apt,108,1,18,1.74
37.9900099,23.7521497,Entire home/apt,75,1,18,0.98
37.9768,23.72241,Entire home/apt,38,1,117,6.25
37.9851712,23.7270435,Entire home/apt,40,1,30,1.64
37.9816848,23.713177,Entire home/apt,61,1,25,1.33
37.9978791,23.7192745,Entire home/apt,53,1,92,5.08
37.9772932,23.7257078,Entire home/apt,120,1,54,2.93
37.9669567,23.746057,Entire home/apt,102,1,22,1.19
37.9746,23.73357,Entire home/apt,154,1,57,3.1
37.96948,23.70619,Entire home/apt,60,1,33,1.82
37.9569412,23.7343921,Entire home/apt,66,1,12,0.67
37.979184,23.725362,Entire home/apt,126,1,46,2.51
37.96492291,23.72195994,Entire home/apt,49,1,44,2.42
37.96492749,23.72641398,Entire home/apt,190,1,41,2.31
37.97713926,23.73597278,Entire home/apt,320,1,46,2.51
37.9777,23.72474,Entire home/apt,74,1,71,3.89
37.98331928,23.762183,Entire home/apt,80,1,35,2.01
